Ticket,Status,Category,Country,Time
2547329,Open,Faults and Issues,Lithuania,31/12/2017 22:06
2547329,PriorityChange,Faults and Issues,Lithuania,31/12/2017 22:06
2547329,Assign,Faults and Issues,Lithuania,31/12/2017 22:06
2547329,Approved,Faults and Issues,Lithuania,31/12/2017 22:06
2547329,Dispatched,Faults and Issues,Lithuania,31/12/2017 22:07
2547329,AssigneeChange,Faults and Issues,Lithuania,1/01/2018 23:25
2547329,IncidentUpdate,Faults and Issues,Lithuania,1/01/2018 23:25
2547329,IncidentUpdate,Faults and Issues,Lithuania,1/01/2018 23:38
2547329,IncidentUpdate,Faults and Issues,Lithuania,1/01/2018 23:44
2547329,IncidentUpdate,Faults and Issues,Lithuania,2/01/2018 5:36
2547329,Suspended,Faults and Issues,Lithuania,2/01/2018 21:31
2547329,Suspended,Faults and Issues,Lithuania,2/01/2018 21:31
2547329,IncidentUpdate,Faults and Issues,Lithuania,2/01/2018 21:31
2547329,ResolvedTimeChange,Faults and Issues,Lithuania,8/01/2018 0:27
2547329,Resolved,Faults and Issues,Lithuania,8/01/2018 0:27
2547329,Unsuspended,Faults and Issues,Lithuania,8/01/2018 0:27
2547329,Closed,Faults and Issues,Lithuania,16/01/2018 17:18
2547329,Closed,Faults and Issues,Lithuania,16/01/2018 17:18
2548191,Open,Software installation,Lithuania,2/01/2018 21:30
2548191,PriorityChange,Software installation,Lithuania,2/01/2018 21:30
2548191,Assign,Software installation,Lithuania,2/01/2018 21:30
2548191,pending,Software installation,Lithuania,2/01/2018 21:30
2548191,Approved,Software installation,Lithuania,2/01/2018 21:30
2548191,InProgress,Software installation,Lithuania,2/01/2018 21:30
2548191,Dispatched,Software installation,Lithuania,2/01/2018 21:32
2548191,ChangeUpdate,Software installation,Lithuania,3/01/2018 2:16
2548191,AssigneeChange,Software installation,Lithuania,3/01/2018 3:39
2548191,ResolvedTimeChange,Software installation,Lithuania,3/01/2018 3:39
2548191,Resolved,Software installation,Lithuania,3/01/2018 3:39
2548191,Closed,Software installation,Lithuania,11/01/2018 5:28
2548191,Closed,Software installation,Lithuania,11/01/2018 5:28
2549376,Open,Faults and Issues,Latvia,3/01/2018 2:34
2549376,PriorityChange,Faults and Issues,Latvia,3/01/2018 2:34
2549376,Assign,Faults and Issues,Latvia,3/01/2018 2:34
2549376,Approved,Faults and Issues,Latvia,3/01/2018 2:34
2549376,Dispatched,Faults and Issues,Latvia,3/01/2018 2:35
2549376,AssigneeChange,Faults and Issues,Latvia,4/01/2018 1:02
2549376,IncidentUpdate,Faults and Issues,Latvia,4/01/2018 1:02
2549376,IncidentUpdate,Faults and Issues,Latvia,9/01/2018 3:11
2549376,ResolvedTimeChange,Faults and Issues,Latvia,9/01/2018 3:53
2549376,Resolved,Faults and Issues,Latvia,9/01/2018 3:53
2549376,IncidentUpdate,Faults and Issues,Latvia,9/01/2018 3:54
2549376,Closed,Faults and Issues,Latvia,17/01/2018 17:13
2549376,Closed,Faults and Issues,Latvia,17/01/2018 17:13
2550540,Open,Faults and Issues,Latvia,3/01/2018 23:57
2550540,PriorityChange,Faults and Issues,Latvia,3/01/2018 23:57
2550540,Assign,Faults and Issues,Latvia,3/01/2018 23:57
2550540,Approved,Faults and Issues,Latvia,3/01/2018 23:57
2550540,Dispatched,Faults and Issues,Latvia,3/01/2018 23:58
2550540,AssigneeChange,Faults and Issues,Latvia,4/01/2018 0:13
2550540,IncidentUpdate,Faults and Issues,Latvia,4/01/2018 0:13
2550540,ResolvedTimeChange,Faults and Issues,Latvia,4/01/2018 0:16
2550540,Resolved,Faults and Issues,Latvia,4/01/2018 0:16
2550540,Closed,Faults and Issues,Latvia,12/01/2018 17:12
2550540,Closed,Faults and Issues,Latvia,12/01/2018 17:12
2550591,Open,Software installation,Estonia,4/01/2018 0:14
2550591,PriorityChange,Software installation,Estonia,4/01/2018 0:14
2550591,Assign,Software installation,Estonia,4/01/2018 0:14
2550591,pending,Software installation,Estonia,4/01/2018 0:14
2550591,Approved,Software installation,Estonia,5/01/2018 4:17
2550591,InProgress,Software installation,Estonia,5/01/2018 4:17
2550591,Dispatched,Software installation,Estonia,5/01/2018 4:19
2550591,ChangeUpdate,Software installation,Estonia,8/01/2018 3:36
2550591,ChangeUpdate,Software installation,Estonia,8/01/2018 3:38
2550591,ChangeUpdate,Software installation,Estonia,8/01/2018 22:46
2550591,ChangeUpdate,Software installation,Estonia,8/01/2018 22:47
2550591,ChangeUpdate,Software installation,Estonia,8/01/2018 22:47
2550591,ChangeUpdate,Software installation,Estonia,8/01/2018 22:47
2550591,ChangeUpdate,Software installation,Estonia,8/01/2018 22:50
2550591,ChangeUpdate,Software installation,Estonia,15/01/2018 6:04
2550591,ChangeUpdate,Software installation,Estonia,15/01/2018 22:46
2550591,ChangeUpdate,Software installation,Estonia,15/01/2018 22:50
2550591,ChangeUpdate,Software installation,Estonia,15/01/2018 22:52
2550591,ChangeUpdate,Software installation,Estonia,12/02/2018 6:03
2550591,ChangeUpdate,Software installation,Estonia,12/02/2018 22:26
2550591,ChangeUpdate,Software installation,Estonia,12/02/2018 22:26
2550591,ChangeUpdate,Software installation,Estonia,12/02/2018 22:34
2550591,ChangeUpdate,Software installation,Estonia,7/03/2018 4:15
2550591,ChangeUpdate,Software installation,Estonia,7/03/2018 4:17
2550591,AssigneeChange,Software installation,Estonia,7/03/2018 4:18
2550591,ResolvedTimeChange,Software installation,Estonia,7/03/2018 4:18
2550591,Resolved,Software installation,Estonia,7/03/2018 4:18
2550591,ChangeUpdate,Software installation,Estonia,7/03/2018 4:21
2550591,Closed,Software installation,Estonia,15/03/2018 18:15
2550591,Closed,Software installation,Estonia,15/03/2018 18:15
2550650,Open,Software installation,Lithuania,4/01/2018 0:31
2550650,PriorityChange,Software installation,Lithuania,4/01/2018 0:31
2550650,Assign,Software installation,Lithuania,4/01/2018 0:31
2550650,pending,Software installation,Lithuania,4/01/2018 0:31
2550650,Approved,Software installation,Lithuania,4/01/2018 0:31
2550650,InProgress,Software installation,Lithuania,4/01/2018 0:31
2550650,Dispatched,Software installation,Lithuania,4/01/2018 0:34
2550650,ChangeUpdate,Software installation,Lithuania,4/01/2018 3:00
2550650,ChangeUpdate,Software installation,Lithuania,4/01/2018 6:11
2550650,ChangeUpdate,Software installation,Lithuania,9/01/2018 1:44
2550650,ChangeUpdate,Software installation,Lithuania,9/01/2018 3:27
2550650,ChangeUpdate,Software installation,Lithuania,11/01/2018 0:43
2550650,AssigneeChange,Software installation,Lithuania,11/01/2018 0:47
2550650,ResolvedTimeChange,Software installation,Lithuania,11/01/2018 0:47
2550650,Resolved,Software installation,Lithuania,11/01/2018 0:47
2550650,ChangeUpdate,Software installation,Lithuania,11/01/2018 0:48
2550650,Closed,Software installation,Lithuania,19/01/2018 5:47
2550650,Closed,Software installation,Lithuania,19/01/2018 5:47
2550864,Open,Faults and Issues,Latvia,4/01/2018 1:48
2550864,PriorityChange,Faults and Issues,Latvia,4/01/2018 1:48
2550864,Assign,Faults and Issues,Latvia,4/01/2018 1:48
2550864,Approved,Faults and Issues,Latvia,4/01/2018 1:48
2550864,Dispatched,Faults and Issues,Latvia,4/01/2018 1:50
2550864,AssigneeChange,Faults and Issues,Latvia,4/01/2018 2:50
2550864,IncidentUpdate,Faults and Issues,Latvia,4/01/2018 2:50
2550864,ResolvedTimeChange,Faults and Issues,Latvia,4/01/2018 4:18
2550864,Resolved,Faults and Issues,Latvia,4/01/2018 4:18
2550864,IncidentUpdate,Faults and Issues,Latvia,4/01/2018 4:19
2550864,Closed,Faults and Issues,Latvia,12/01/2018 17:12
2550864,Closed,Faults and Issues,Latvia,12/01/2018 17:12
2550882,Open,Faults and Issues,Latvia,4/01/2018 1:56
2550882,PriorityChange,Faults and Issues,Latvia,4/01/2018 1:56
2550882,Assign,Faults and Issues,Latvia,4/01/2018 1:56
2550882,Approved,Faults and Issues,Latvia,4/01/2018 1:56
2550882,Dispatched,Faults and Issues,Latvia,4/01/2018 1:58
2550882,AssigneeChange,Faults and Issues,Latvia,4/01/2018 2:51
2550882,IncidentUpdate,Faults and Issues,Latvia,4/01/2018 2:51
2550882,ResolvedTimeChange,Faults and Issues,Latvia,4/01/2018 4:20
2550882,Resolved,Faults and Issues,Latvia,4/01/2018 4:20
2550882,IncidentUpdate,Faults and Issues,Latvia,4/01/2018 4:20
2550882,Closed,Faults and Issues,Latvia,12/01/2018 17:12
2550882,Closed,Faults and Issues,Latvia,12/01/2018 17:12
2551498,Open,Non-Standard Desktop ICT Hardware,Lithuania,4/01/2018 20:41
2551498,PriorityChange,Non-Standard Desktop ICT Hardware,Lithuania,4/01/2018 20:41
2551498,Assign,Non-Standard Desktop ICT Hardware,Lithuania,4/01/2018 20:41
2551498,pending,Non-Standard Desktop ICT Hardware,Lithuania,4/01/2018 20:41
2551498,Approved,Non-Standard Desktop ICT Hardware,Lithuania,4/01/2018 21:00
2551498,InProgress,Non-Standard Desktop ICT Hardware,Lithuania,4/01/2018 21:00
2551498,Dispatched,Non-Standard Desktop ICT Hardware,Lithuania,4/01/2018 21:02
2551498,ChangeUpdate,Non-Standard Desktop ICT Hardware,Lithuania,5/01/2018 5:13
2551498,ChangeUpdate,Non-Standard Desktop ICT Hardware,Lithuania,9/01/2018 4:33
2551498,ChangeUpdate,Non-Standard Desktop ICT Hardware,Lithuania,9/01/2018 20:34
2551498,ChangeUpdate,Non-Standard Desktop ICT Hardware,Lithuania,9/01/2018 23:59
2551498,ChangeUpdate,Non-Standard Desktop ICT Hardware,Lithuania,10/01/2018 0:35
2551498,ChangeUpdate,Non-Standard Desktop ICT Hardware,Lithuania,11/01/2018 3:10
2551498,ChangeUpdate,Non-Standard Desktop ICT Hardware,Lithuania,11/01/2018 3:14
2551498,ChangeUpdate,Non-Standard Desktop ICT Hardware,Lithuania,14/01/2018 21:39
2551498,ChangeUpdate,Non-Standard Desktop ICT Hardware,Lithuania,17/01/2018 4:34
2551498,ChangeUpdate,Non-Standard Desktop ICT Hardware,Lithuania,21/01/2018 21:39
2551498,ChangeUpdate,Non-Standard Desktop ICT Hardware,Lithuania,21/01/2018 21:51
2551498,AssigneeChange,Non-Standard Desktop ICT Hardware,Lithuania,22/01/2018 22:46
2551498,ResolvedTimeChange,Non-Standard Desktop ICT Hardware,Lithuania,22/01/2018 22:46
2551498,Resolved,Non-Standard Desktop ICT Hardware,Lithuania,22/01/2018 22:46
2551498,Closed,Non-Standard Desktop ICT Hardware,Lithuania,31/01/2018 7:03
2551498,Closed,Non-Standard Desktop ICT Hardware,Lithuania,31/01/2018 7:03
2551874,Open,Faults and Issues,Lithuania,4/01/2018 23:26
2551874,PriorityChange,Faults and Issues,Lithuania,4/01/2018 23:26
2551874,Assign,Faults and Issues,Lithuania,4/01/2018 23:26
2551874,Approved,Faults and Issues,Lithuania,4/01/2018 23:26
2551874,Dispatched,Faults and Issues,Lithuania,4/01/2018 23:28
2551874,AssigneeChange,Faults and Issues,Lithuania,4/01/2018 23:28
2551874,IncidentUpdate,Faults and Issues,Lithuania,4/01/2018 23:28
2551874,IncidentUpdate,Faults and Issues,Lithuania,4/01/2018 23:30
2551874,IncidentUpdate,Faults and Issues,Lithuania,10/01/2018 21:29
2551874,Suspended,Faults and Issues,Lithuania,10/01/2018 21:31
2551874,Suspended,Faults and Issues,Lithuania,10/01/2018 21:31
2551874,IncidentUpdate,Faults and Issues,Lithuania,10/01/2018 21:32
2551874,ResolvedTimeChange,Faults and Issues,Lithuania,19/01/2018 4:59
2551874,Resolved,Faults and Issues,Lithuania,19/01/2018 4:59
2551874,Unsuspended,Faults and Issues,Lithuania,19/01/2018 4:59
2551874,IncidentUpdate,Faults and Issues,Lithuania,19/01/2018 5:00
2551874,Closed,Faults and Issues,Lithuania,27/01/2018 17:34
2551874,Closed,Faults and Issues,Lithuania,27/01/2018 17:34
2552403,Open,Faults and Issues,Lithuania,5/01/2018 3:05
2552403,PriorityChange,Faults and Issues,Lithuania,5/01/2018 3:05
2552403,Assign,Faults and Issues,Lithuania,5/01/2018 3:05
2552403,Approved,Faults and Issues,Lithuania,5/01/2018 3:05
2552403,Dispatched,Faults and Issues,Lithuania,5/01/2018 3:07
2552403,AssigneeChange,Faults and Issues,Lithuania,5/01/2018 3:12
2552403,IncidentUpdate,Faults and Issues,Lithuania,5/01/2018 3:12
2552403,ResolvedTimeChange,Faults and Issues,Lithuania,5/01/2018 3:13
2552403,Resolved,Faults and Issues,Lithuania,5/01/2018 3:13
2552403,Closed,Faults and Issues,Lithuania,13/01/2018 17:16
2552403,Closed,Faults and Issues,Lithuania,13/01/2018 17:16
2554114,Open,Faults and Issues,Lithuania,7/01/2018 22:33
2554114,PriorityChange,Faults and Issues,Lithuania,7/01/2018 22:33
2554114,Assign,Faults and Issues,Lithuania,7/01/2018 22:33
2554114,Approved,Faults and Issues,Lithuania,7/01/2018 22:33
2554114,Dispatched,Faults and Issues,Lithuania,7/01/2018 22:35
2554114,AssigneeChange,Faults and Issues,Lithuania,7/01/2018 23:28
2554114,IncidentUpdate,Faults and Issues,Lithuania,7/01/2018 23:28
2554114,IncidentUpdate,Faults and Issues,Lithuania,10/01/2018 21:32
2554114,Suspended,Faults and Issues,Lithuania,10/01/2018 21:33
2554114,Suspended,Faults and Issues,Lithuania,10/01/2018 21:33
2554114,IncidentUpdate,Faults and Issues,Lithuania,10/01/2018 21:33
2554114,IncidentUpdate,Faults and Issues,Lithuania,29/01/2018 2:27
2554114,ResolvedTimeChange,Faults and Issues,Lithuania,5/02/2018 1:09
2554114,Resolved,Faults and Issues,Lithuania,5/02/2018 1:09
2554114,Unsuspended,Faults and Issues,Lithuania,5/02/2018 1:09
2554114,IncidentUpdate,Faults and Issues,Lithuania,5/02/2018 1:51
2554114,Closed,Faults and Issues,Lithuania,13/02/2018 17:33
2554114,Closed,Faults and Issues,Lithuania,13/02/2018 17:33
2554118,Open,Faults and Issues,Lithuania,7/01/2018 22:34
2554118,PriorityChange,Faults and Issues,Lithuania,7/01/2018 22:34
2554118,Assign,Faults and Issues,Lithuania,7/01/2018 22:34
2554118,Approved,Faults and Issues,Lithuania,7/01/2018 22:34
2554118,Dispatched,Faults and Issues,Lithuania,7/01/2018 22:36
2554118,AssigneeChange,Faults and Issues,Lithuania,7/01/2018 23:33
2554118,IncidentUpdate,Faults and Issues,Lithuania,7/01/2018 23:33
2554118,ResolvedTimeChange,Faults and Issues,Lithuania,8/01/2018 2:33
2554118,Resolved,Faults and Issues,Lithuania,8/01/2018 2:33
2554118,IncidentUpdate,Faults and Issues,Lithuania,8/01/2018 2:34
2554118,Closed,Faults and Issues,Lithuania,16/01/2018 17:22
2554118,Closed,Faults and Issues,Lithuania,16/01/2018 17:22
2554396,Open,Software installation,Lithuania,7/01/2018 22:57
2554396,PriorityChange,Software installation,Lithuania,7/01/2018 22:57
2554396,Assign,Software installation,Lithuania,7/01/2018 22:57
2554396,pending,Software installation,Lithuania,7/01/2018 22:57
2554396,Approved,Software installation,Lithuania,7/01/2018 23:04
2554396,InProgress,Software installation,Lithuania,7/01/2018 23:04
2554396,Dispatched,Software installation,Lithuania,7/01/2018 23:07
2554396,ChangeUpdate,Software installation,Lithuania,8/01/2018 4:55
2554396,Updatefromcustomer,Software installation,Lithuania,9/01/2018 21:17
2554396,AssigneeChange,Software installation,Lithuania,12/01/2018 4:13
2554396,ResolvedTimeChange,Software installation,Lithuania,12/01/2018 4:13
2554396,Resolved,Software installation,Lithuania,12/01/2018 4:13
2554396,Closed,Software installation,Lithuania,20/01/2018 5:41
2554396,Closed,Software installation,Lithuania,20/01/2018 5:41
2554530,Open,Faults and Issues,Estonia,7/01/2018 23:09
2554530,PriorityChange,Faults and Issues,Estonia,7/01/2018 23:09
2554530,Assign,Faults and Issues,Estonia,7/01/2018 23:09
2554530,Approved,Faults and Issues,Estonia,7/01/2018 23:09
2554530,Dispatched,Faults and Issues,Estonia,7/01/2018 23:11
2554530,AssigneeChange,Faults and Issues,Estonia,8/01/2018 0:08
2554530,IncidentUpdate,Faults and Issues,Estonia,8/01/2018 0:08
2554530,ResolvedTimeChange,Faults and Issues,Estonia,10/01/2018 5:31
2554530,Resolved,Faults and Issues,Estonia,10/01/2018 5:31
2554530,IncidentUpdate,Faults and Issues,Estonia,10/01/2018 5:31
2554530,IncidentUpdate,Faults and Issues,Estonia,10/01/2018 5:31
2554530,Closed,Faults and Issues,Estonia,18/01/2018 17:13
2554530,Closed,Faults and Issues,Estonia,18/01/2018 17:13
2554783,Open,Software installation,Lithuania,7/01/2018 23:33
2554783,PriorityChange,Software installation,Lithuania,7/01/2018 23:33
2554783,Assign,Software installation,Lithuania,7/01/2018 23:33
2554783,pending,Software installation,Lithuania,7/01/2018 23:33
2554783,Approved,Software installation,Lithuania,7/01/2018 23:36
2554783,InProgress,Software installation,Lithuania,7/01/2018 23:36
2554783,Dispatched,Software installation,Lithuania,7/01/2018 23:38
2554783,ChangeUpdate,Software installation,Lithuania,8/01/2018 5:02
2554783,ChangeUpdate,Software installation,Lithuania,10/01/2018 22:45
2554783,ChangeUpdate,Software installation,Lithuania,11/01/2018 21:55
2554783,ChangeUpdate,Software installation,Lithuania,15/01/2018 22:12
2554783,ChangeUpdate,Software installation,Lithuania,15/01/2018 23:09
2554783,ChangeUpdate,Software installation,Lithuania,16/01/2018 3:35
2554783,ChangeUpdate,Software installation,Lithuania,17/01/2018 4:01
2554783,AssigneeChange,Software installation,Lithuania,18/01/2018 0:03
2554783,ResolvedTimeChange,Software installation,Lithuania,18/01/2018 0:03
2554783,Resolved,Software installation,Lithuania,18/01/2018 0:03
2554783,Closed,Software installation,Lithuania,26/01/2018 6:45
2554783,Closed,Software installation,Lithuania,26/01/2018 6:45
2554927,Open,Faults and Issues,Lithuania,7/01/2018 23:48
2554927,PriorityChange,Faults and Issues,Lithuania,7/01/2018 23:48
2554927,Assign,Faults and Issues,Lithuania,7/01/2018 23:48
2554927,Approved,Faults and Issues,Lithuania,7/01/2018 23:48
2554927,Dispatched,Faults and Issues,Lithuania,7/01/2018 23:50
2554927,AssigneeChange,Faults and Issues,Lithuania,7/01/2018 23:59
2554927,IncidentUpdate,Faults and Issues,Lithuania,7/01/2018 23:59
2554927,IncidentUpdate,Faults and Issues,Lithuania,9/01/2018 2:08
2554927,IncidentUpdate,Faults and Issues,Lithuania,10/01/2018 21:35
2554927,Suspended,Faults and Issues,Lithuania,10/01/2018 21:37
2554927,Suspended,Faults and Issues,Lithuania,10/01/2018 21:37
2554927,IncidentUpdate,Faults and Issues,Lithuania,10/01/2018 21:38
2554927,ResolvedTimeChange,Faults and Issues,Lithuania,21/01/2018 22:32
2554927,Resolved,Faults and Issues,Lithuania,21/01/2018 22:32
2554927,Unsuspended,Faults and Issues,Lithuania,21/01/2018 22:32
2554927,IncidentUpdate,Faults and Issues,Lithuania,21/01/2018 22:33
2554927,Closed,Faults and Issues,Lithuania,30/01/2018 17:18
2554927,Closed,Faults and Issues,Lithuania,30/01/2018 17:18
2554951,Open,Faults and Issues,Lithuania,7/01/2018 23:49
2554951,PriorityChange,Faults and Issues,Lithuania,7/01/2018 23:49
2554951,Assign,Faults and Issues,Lithuania,7/01/2018 23:49
2554951,Approved,Faults and Issues,Lithuania,7/01/2018 23:49
2554951,Dispatched,Faults and Issues,Lithuania,7/01/2018 23:52
2554951,AssigneeChange,Faults and Issues,Lithuania,7/01/2018 23:59
2554951,IncidentUpdate,Faults and Issues,Lithuania,7/01/2018 23:59
2554951,IncidentUpdate,Faults and Issues,Lithuania,9/01/2018 2:09
2554951,IncidentUpdate,Faults and Issues,Lithuania,10/01/2018 21:38
2554951,Suspended,Faults and Issues,Lithuania,10/01/2018 21:38
2554951,Suspended,Faults and Issues,Lithuania,10/01/2018 21:38
2554951,IncidentUpdate,Faults and Issues,Lithuania,10/01/2018 21:39
2554951,ResolvedTimeChange,Faults and Issues,Lithuania,28/01/2018 22:12
2554951,Resolved,Faults and Issues,Lithuania,28/01/2018 22:12
2554951,Unsuspended,Faults and Issues,Lithuania,28/01/2018 22:12
2554951,IncidentUpdate,Faults and Issues,Lithuania,28/01/2018 22:13
2554951,Closed,Faults and Issues,Lithuania,6/02/2018 17:22
2554951,Closed,Faults and Issues,Lithuania,6/02/2018 17:22
2555025,Open,Faults and Issues,Lithuania,7/01/2018 23:57
2555025,PriorityChange,Faults and Issues,Lithuania,7/01/2018 23:57
2555025,Assign,Faults and Issues,Lithuania,7/01/2018 23:57
2555025,Approved,Faults and Issues,Lithuania,7/01/2018 23:57
2555025,Dispatched,Faults and Issues,Lithuania,7/01/2018 23:59
2555025,AssigneeChange,Faults and Issues,Lithuania,7/01/2018 23:59
2555025,IncidentUpdate,Faults and Issues,Lithuania,7/01/2018 23:59
2555025,IncidentUpdate,Faults and Issues,Lithuania,10/01/2018 21:39
2555025,Suspended,Faults and Issues,Lithuania,10/01/2018 21:40
2555025,Suspended,Faults and Issues,Lithuania,10/01/2018 21:40
2555025,IncidentUpdate,Faults and Issues,Lithuania,10/01/2018 21:41
2555025,ResolvedTimeChange,Faults and Issues,Lithuania,18/01/2018 22:41
2555025,Resolved,Faults and Issues,Lithuania,18/01/2018 22:41
2555025,Unsuspended,Faults and Issues,Lithuania,18/01/2018 22:41
2555025,IncidentUpdate,Faults and Issues,Lithuania,18/01/2018 22:43
2555025,Closed,Faults and Issues,Lithuania,27/01/2018 17:34
2555025,Closed,Faults and Issues,Lithuania,27/01/2018 17:34
2555195,Open,Faults and Issues,Estonia,8/01/2018 0:17
2555195,PriorityChange,Faults and Issues,Estonia,8/01/2018 0:17
2555195,Assign,Faults and Issues,Estonia,8/01/2018 0:17
2555195,Approved,Faults and Issues,Estonia,8/01/2018 0:17
2555195,Dispatched,Faults and Issues,Estonia,8/01/2018 0:19
2555195,AssigneeChange,Faults and Issues,Estonia,8/01/2018 0:57
2555195,IncidentUpdate,Faults and Issues,Estonia,8/01/2018 0:57
2555195,IncidentUpdate,Faults and Issues,Estonia,8/01/2018 1:02
2555195,ResolvedTimeChange,Faults and Issues,Estonia,9/01/2018 0:17
2555195,Resolved,Faults and Issues,Estonia,9/01/2018 0:17
2555195,IncidentUpdate,Faults and Issues,Estonia,9/01/2018 0:19
2555195,IncidentUpdate,Faults and Issues,Estonia,9/01/2018 0:22
2555195,Closed,Faults and Issues,Estonia,17/01/2018 17:15
2555195,Closed,Faults and Issues,Estonia,17/01/2018 17:15
2555817,Open,Software installation,Estonia,8/01/2018 1:45
2555817,PriorityChange,Software installation,Estonia,8/01/2018 1:45
2555817,Assign,Software installation,Estonia,8/01/2018 1:45
2555817,pending,Software installation,Estonia,8/01/2018 1:45
2555817,Approved,Software installation,Estonia,8/01/2018 2:49
2555817,InProgress,Software installation,Estonia,8/01/2018 2:49
2555817,Dispatched,Software installation,Estonia,8/01/2018 2:51
2555817,ChangeUpdate,Software installation,Estonia,8/01/2018 3:04
2555817,ChangeUpdate,Software installation,Estonia,8/01/2018 3:12
2555817,ChangeUpdate,Software installation,Estonia,8/01/2018 3:16
2555817,ChangeUpdate,Software installation,Estonia,8/01/2018 3:21
2555817,ChangeUpdate,Software installation,Estonia,8/01/2018 3:27
2555817,ChangeUpdate,Software installation,Estonia,9/01/2018 3:05
2555817,ChangeUpdate,Software installation,Estonia,9/01/2018 3:07
2555817,ChangeUpdate,Software installation,Estonia,9/01/2018 3:10
2555817,ChangeUpdate,Software installation,Estonia,9/01/2018 23:31
2555817,ChangeUpdate,Software installation,Estonia,9/01/2018 23:33
2555817,ChangeUpdate,Software installation,Estonia,9/01/2018 23:34
2555817,ChangeUpdate,Software installation,Estonia,9/01/2018 23:34
2555817,ChangeUpdate,Software installation,Estonia,9/01/2018 23:38
2555817,ChangeUpdate,Software installation,Estonia,30/01/2018 6:12
2555817,ChangeUpdate,Software installation,Estonia,31/01/2018 0:00
2555817,ChangeUpdate,Software installation,Estonia,31/01/2018 0:03
2555817,ChangeUpdate,Software installation,Estonia,31/01/2018 0:14
2555817,ChangeUpdate,Software installation,Estonia,5/02/2018 23:33
2555817,ChangeUpdate,Software installation,Estonia,27/02/2018 6:05
2555817,ChangeUpdate,Software installation,Estonia,27/02/2018 23:07
2555817,ChangeUpdate,Software installation,Estonia,27/02/2018 23:08
2555817,ChangeUpdate,Software installation,Estonia,27/02/2018 23:13
2555817,ChangeUpdate,Software installation,Estonia,6/03/2018 4:12
2555817,ChangeUpdate,Software installation,Estonia,6/03/2018 4:13
2555817,AssigneeChange,Software installation,Estonia,6/03/2018 4:14
2555817,ResolvedTimeChange,Software installation,Estonia,6/03/2018 4:14
2555817,Resolved,Software installation,Estonia,6/03/2018 4:14
2555817,ChangeUpdate,Software installation,Estonia,6/03/2018 4:18
2555817,Closed,Software installation,Estonia,14/03/2018 6:36
2555817,Closed,Software installation,Estonia,14/03/2018 6:36
2556513,Open,Faults and Issues,Lithuania,8/01/2018 3:34
2556513,PriorityChange,Faults and Issues,Lithuania,8/01/2018 3:34
2556513,Assign,Faults and Issues,Lithuania,8/01/2018 3:34
2556513,Approved,Faults and Issues,Lithuania,8/01/2018 3:34
2556513,Dispatched,Faults and Issues,Lithuania,8/01/2018 3:36
2556513,AssigneeChange,Faults and Issues,Lithuania,8/01/2018 21:59
2556513,IncidentUpdate,Faults and Issues,Lithuania,8/01/2018 21:59
2556513,ResolvedTimeChange,Faults and Issues,Lithuania,8/01/2018 22:53
2556513,Resolved,Faults and Issues,Lithuania,8/01/2018 22:53
2556513,Closed,Faults and Issues,Lithuania,17/01/2018 17:16
2556513,Closed,Faults and Issues,Lithuania,17/01/2018 17:16
2556640,Open,Faults and Issues,Lithuania,8/01/2018 3:51
2556640,PriorityChange,Faults and Issues,Lithuania,8/01/2018 3:51
2556640,Assign,Faults and Issues,Lithuania,8/01/2018 3:51
2556640,Approved,Faults and Issues,Lithuania,8/01/2018 3:51
2556640,Dispatched,Faults and Issues,Lithuania,8/01/2018 3:53
2556640,AssigneeChange,Faults and Issues,Lithuania,8/01/2018 4:25
2556640,IncidentUpdate,Faults and Issues,Lithuania,8/01/2018 4:25
2556640,IncidentUpdate,Faults and Issues,Lithuania,8/01/2018 5:58
2556640,ResolvedTimeChange,Faults and Issues,Lithuania,8/01/2018 23:52
2556640,Resolved,Faults and Issues,Lithuania,8/01/2018 23:52
2556640,Closed,Faults and Issues,Lithuania,17/01/2018 17:16
2556640,Closed,Faults and Issues,Lithuania,17/01/2018 17:16
2556673,Open,Faults and Issues,Estonia,8/01/2018 3:56
2556673,PriorityChange,Faults and Issues,Estonia,8/01/2018 3:56
2556673,Assign,Faults and Issues,Estonia,8/01/2018 3:56
2556673,Approved,Faults and Issues,Estonia,8/01/2018 3:56
2556673,Dispatched,Faults and Issues,Estonia,8/01/2018 3:59
2556673,AssigneeChange,Faults and Issues,Estonia,10/01/2018 3:44
2556673,IncidentUpdate,Faults and Issues,Estonia,10/01/2018 3:44
2556673,ResolvedTimeChange,Faults and Issues,Estonia,10/01/2018 3:49
2556673,Resolved,Faults and Issues,Estonia,10/01/2018 3:49
2556673,IncidentUpdate,Faults and Issues,Estonia,10/01/2018 3:50
2556673,Closed,Faults and Issues,Estonia,18/01/2018 17:13
2556673,Closed,Faults and Issues,Estonia,18/01/2018 17:13
2557738,Open,Faults and Issues,Lithuania,8/01/2018 21:31
2557738,PriorityChange,Faults and Issues,Lithuania,8/01/2018 21:31
2557738,Assign,Faults and Issues,Lithuania,8/01/2018 21:31
2557738,Approved,Faults and Issues,Lithuania,8/01/2018 21:31
2557738,Dispatched,Faults and Issues,Lithuania,8/01/2018 21:34
2557738,AssigneeChange,Faults and Issues,Lithuania,9/01/2018 0:38
2557738,IncidentUpdate,Faults and Issues,Lithuania,9/01/2018 0:38
